obs_id,station,mode,sub_mode,intent,notes,observer,reference,utc_start,obs_duration,loop_duration,loop_rest_interval,lst_start,start_channel,n_channel,start_frequency,obs_bandwidth,samples_per_frame,time_resolution,n_timesteps,tracking,source_name,right_ascension,declination,altitude,azimuth,obs_date,n_files,size_mb,qa
eb-t0001-20240911-00006,,beamformer,power,,,,,2024-09-11 15:42:34.565,2435.92593407631,,,22.902,,16,,,,0.28311552,8605,,,,,,,,1,2.51,
eb-t0001-20240911-00008,,beamformer,power,,,,,2024-09-11 16:26:39.565,6213.42793726921,,,23.638,,16,,,,0.28311552,4220,,,,,,,,4,2.86,
eb-t0001-20240911-00010,,correlator,sweep,,,,,2024-09-11 18:23:17.000,100.78940153123,,,1.588,200,50,156.25,39.0625,,1.98180864,1,,,,,,,,50,53.47,
eb-t0001-20240911-00011,,correlator,sweep,,,,,2024-09-11 19:07:22.566,,,,2.017,0,51,0.0,39.84375,,0.28311552,3072,,,,,,,,51,54.31,
eb-t0001-20240911-00012,,beamformer,power,,,,,2024-09-11 19:23:10.565,497.15085315704,,,2.588,,8,,,,0.28311552,1757,,,,,,,,1,0.31,
eb-t0001-20240912-00001,,correlator,sweep,,,,,2024-09-12 02:05:06.022,198.18086409569,,,9.306,200,100,156.25,78.125,,1.98180864,1,,,,,,,,100,106.93,
eb-t0001-20240912-00002,,correlator,sweep,,,,,2024-09-12 02:05:53.000,199.87983369827,,,9.319,200,100,156.25,78.125,,1.98180864,1,,,,,,,,100,106.93,
eb-t0001-20240913-00002,,correlator,sweep,,,,,2024-09-13 06:50:06.451,762.99632644653,,,14.134,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240916-00003,,correlator,sweep,,,,,2024-09-16 04:10:22.798,762.99632644654,,,11.662,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240916-00005,,correlator,sweep,,,,,2024-09-16 05:24:15.285,762.99632644654,,,12.897,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240916-00008,,beamformer,power,,,,,2024-09-16 07:46:30.565,1797.50043654442,,,15.274,,8,,,,0.28311552,6350,,,,,,,,1,1.03,
eb-t0001-20240917-00001,,correlator,sweep,,,,,2024-09-17 04:37:39.867,764.69529604911,,,12.184,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240917-00002,,correlator,sweep,,,,,2024-09-17 05:00:00.000,1525.70981359482,,,12.557,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240917-00003,,beamformer,power,,,,,2024-09-17 06:03:06.429,58.03868150711,,,13.612,,384,,,,0.28311552,206,,,,,,,,1,6.37,
eb-t0001-20240917-00004,,beamformer,power,,,,,2024-09-17 06:11:04.877,58.03868150711,,,13.745,,384,,,,0.28311552,206,,,,,,,,1,6.37,
eb-t0001-20240917-00005,,beamformer,power,,,,,2024-09-17 06:19:35.893,58.03868150711,,,13.887,,384,,,,0.28311552,206,,,,,,,,1,6.37,
eb-t0001-20240918-00004,,correlator,sweep,,,,,2024-09-18 01:45:04.273,764.69529604911,,,9.365,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240918-00005,,correlator,sweep,,,,,2024-09-18 01:49:24.000,764.69529604911,,,9.437,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240918-00007,,beamformer,power,,,,,2024-09-18 02:12:18.767,58.03868174553,,,9.82,,384,,,,0.28311552,206,,,,,,,,1,6.37,
eb-t0001-20240918-00008,,beamformer,power,,,,,2024-09-18 02:14:50.517,57.47245073318,,,9.863,,384,,,,0.28311552,204,,,,,,,,1,6.37,
eb-t0001-20240918-00009,,beamformer,power,,,,,2024-09-18 02:33:28.248,622.74797558784,,,10.174,,384,,,,0.28311552,824,,,,,,,,4,31.8,
eb-t0001-20240918-00010,,beamformer,power,,,,,2024-09-18 02:54:43.256,238.32133626938,,,10.529,,384,,,,0.28311552,414,,,,,,,,2,12.73,
eb-t0001-20240918-00011,,beamformer,power,,,,,2024-09-18 03:07:22.459,898.32112121582,,,10.741,,384,,,,0.28311552,1656,,,,,,,,8,50.93,
eb-t0001-20240918-00012,,beamformer,power,,,,,2024-09-18 03:25:37.022,178.3207526207,,,11.045,,384,,,,0.28311552,414,,,,,,,,2,12.73,
eb-t0001-20240918-00013,,beamformer,power,,,,,2024-09-18 03:34:45.467,898.32112121582,,,11.198,,384,,,,0.28311552,1656,,,,,,,,8,50.93,
eb-t0001-20240918-00014,,correlator,sweep,,,,,2024-09-18 03:42:07.632,764.69529604911,,,11.321,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
